rn,Date,name,category,hazards,tier,band
21-179,2021-08-17,Zen Magnets and Neoballs Magnets,Toys,chemical|magnet,2,ACT NOW
21-771,2021-08-12,Andecor Girls Soft Tye Dye Area Rugs,Outdoor & play equipment,fire|flammable,3,ACT NOW
21-769,2021-07-29,Children's Sleepwear Sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
21-172,2021-07-28,Birkenstock Kids' Mogami Sandals Sizes 24-28,Sleepwear & apparel,choking,3,ACT NOW
21-171,2021-07-28,Children's Pajamas,Sleepwear & apparel,burn|flammable,3,ACT NOW
21-764,2021-07-22,Barrington 5-Drawer Chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
21-164,2021-07-14,Disney Baby Winnie the Pooh Rattle Sets,Toys,choking,3,ACT NOW
21-163,2021-07-14,Ozone 500® Girls' and Boys' Elevate 24-Inch Bicycles,Helmets & wheeled toys,fall,3,ACT NOW
21-761,2021-07-08,Creekside Kids Five-Drawer Chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
21-160,2021-07-07,Children's Robes,Sleepwear & apparel,burn|flammable,3,ACT NOW
21-759,2021-07-01,The Best Damn Liquids branded liquid nicotine,Feeding & high chairs,chemical,4,ACT SOON
21-157,2021-06-30,Children's Nightgowns,Sleepwear & apparel,burn|flammable,3,ACT NOW
21-158,2021-06-30,UPPAbaby adapters included with Rumbleseats,Strollers & carriers,fall,3,ACT NOW
21-159,2021-06-30,Children's Robes,Sleepwear & apparel,burn|flammable,3,ACT NOW
21-156,2021-06-30,Children's Nightgowns,Sleepwear & apparel,burn|flammable,3,ACT NOW
21-757,2021-06-24,Girls' Nightgowns,Sleepwear & apparel,burn|flammable,3,ACT NOW
21-755,2021-06-24,"Wintergreen Essential Oil, Birch Essential Oil, Headache Relief Essential Oil Blend, Headache Relief Roll-On Essential Oil Blend, and Deep Muscle Essential Oil Blend",Personal care & medicine,chemical,4,ACT SOON
21-754,2021-06-10,Children's Barhee Fishing Hero Toy Games,Outdoor & play equipment,chemical|lead,4,ACT SOON
21-147,2021-06-03,Fisher-Price 4-in-1 Rock 'n Glide Soothers and 2-in-1 Soothe 'n Play Gliders,Feeding & high chairs,suffocation,1,ACT NOW
21-750,2021-05-27,Williams Advanced Materials & Chemicals Recalls Three Chemical Products Due to Failure to Meet Child-Resistant Packaging Requirement and Violation of FHSA Labeling Requirement (Recall Alert),Household chemicals,burn|chemical|labeling,3,ACT NOW
21-140,2021-05-26,"Arizona Jean Co. ""Lilac Smoke"" Girls Midweight Puffer Jackets",Sleepwear & apparel,entanglement,4,ACT SOON
21-139,2021-05-26,"METROUS1, METROUS2 and METROUS4 Compact City Strollers",Strollers & carriers,choking,3,ACT NOW
21-749,2021-05-20,Pro Supply Outlet (PSO) Sodium and Potassium Hydroxide,Household chemicals,burn|chemical,3,ACT NOW
21-745,2021-05-13,The Lye Guy Sodium Hydroxide and Potassium Hydroxide,Household chemicals,burn|chemical,3,ACT NOW
21-743,2021-05-13,"Sodium Hydroxide Flakes, Pure Lye, Caustic Soda Drain Cleaner and Sodium Hydroxide Flake (Caustic Soda Flake)",Household chemicals,burn|chemical,3,ACT NOW
21-134,2021-05-12,Wild Republic Slap Watches,Jewelry & accessories,choking|fall,3,ACT NOW
21-125,2021-05-05,Inclined sleeper accessory included with Kolcraft Cuddle 'n Care 2-in-1 Bassinet & Incline Sleepers and Preferred Position 2-in-1 Bassinet & Incline Sleepers,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
21-123,2021-05-05,Infant Sleep Bags,"Sleep — cribs, bassinets, loungers",suffocation,1,ACT NOW
21-740,2021-04-29,Modernist Pantry Kitchen Alchemy Sodium Hydroxide,Household chemicals,burn|chemical,3,ACT NOW
21-118,2021-04-28,LifeSeasons Blood Nourish-R Iron Supplement,Feeding & high chairs,chemical,4,ACT SOON
21-737,2021-04-22,Welmate Lidocaine Numbing Cream,Personal care & medicine,chemical,4,ACT SOON
21-114,2021-04-21,Swix branded Focus Down Jackets Jr.,Sleepwear & apparel,entanglement|entrapment|strangulation,1,ACT NOW
21-112,2021-04-14,Clip Clop Infant Activity Rattles,Toys,choking,3,ACT NOW
21-111,2021-04-14,Cat & Jack Baby Heart Ears Rompers,Sleepwear & apparel,choking,3,ACT NOW
21-109,2021-04-14,B. toys Firefly Frank Infant Teethers,Feeding & high chairs,choking,3,ACT NOW
21-736,2021-04-08,GEO Wintergreen Organic Essential Oil and GEO Alleviate Organic Essential Oil Blend,Personal care & medicine,chemical,4,ACT SOON
21-102,2021-04-07,"Animal, Heathered Plush and Luxe Sherpa Children's Bath Wraps",Toys,burn|flammable,3,ACT NOW
21-735,2021-04-01,Foldable Infant Bath Seats,Bath & water safety,drowning|tipover,1,ACT NOW
21-734,2021-04-01,"dōTERRA Deep Blue, PastTense and Deep Blue Touch Essential Oils",Feeding & high chairs,chemical,4,ACT SOON
21-729,2021-03-18,EvrysdiTM (risdiplam),Feeding & high chairs,chemical,4,ACT SOON
21-728,2021-03-18,Shepherd Boy Plush toys with wire staff,Toys,laceration,3,ACT NOW
21-725,2021-03-04,Cabina Bunk Beds,Nursery furniture & tip-over,fall,3,ACT NOW
21-089,2021-02-25,"Imatinib Mesylate Tablets 100 mg, Imatinib Mesylate Tablets 400 mg, Pregabalin Capsules 50 mg, Pregabalin Capsules 75 mg, Pregabalin Capsules 100 mg, Pregabalin Capsules 150 mg, Sevelamer Carbonate Tablets 800 mg, Tadalafil Tablets 5 mg and Tadalafil Tablets 20 mg",Personal care & medicine,chemical,4,ACT SOON
21-723,2021-02-25,"deSensua Wintergreen, Birch and Pain Soother Essential Oils",Feeding & high chairs,chemical,4,ACT SOON
21-088,2021-02-24,Bee Free Children's Helmets,Helmets & wheeled toys,,4,ACT SOON
21-083,2021-02-17,10-in-1 Incredible Inventions Science Kits,Toys,chemical|labeling|lead|magnet,2,ACT NOW
21-071,2021-01-27,Junction Tall Chests and Low Dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
21-719,2021-01-14,Scalpa Numb Maximum Strength Topical Anesthetic Cream,Personal care & medicine,chemical,4,ACT SOON
21-067,2021-01-13,Janod Toy Confetti Trumpets,Toys,choking,3,ACT NOW
21-718,2021-01-07,"Chests, cabinets and dressers",Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
21-063,2021-01-06,Ozone 500® Density Bicycles,Helmets & wheeled toys,fall,3,ACT NOW
21-062,2020-12-30,Cat & Jack Infant-Toddler One-Piece Rashguard Swimsuits,Sleepwear & apparel,choking|laceration,3,ACT NOW
21-061,2020-12-30,Cloud Island infant rompers,Sleepwear & apparel,choking|laceration,3,ACT NOW
21-057,2020-12-23,"Excedrin Migraine Caplets, Excedrin Migraine Geltabs, Excedrin Extra Strength Caplets, Excedrin PM Headache Caplets, and Excedrin Tension Headache Caplets",Feeding & high chairs,chemical,4,ACT SOON
21-052,2020-12-16,"Inclined sleeper accessory included with the Graco Pack 'n Play Day2Dream Playard with Bedside Sleeper, Graco Pack 'n Play Nuzzle Nest Playard, Graco Pack 'n Play Everest Playard and Graco Pack 'n Play Rock 'n Grow Playard","Sleep — cribs, bassinets, loungers",,4,ACT SOON
21-714,2020-12-10,Homfa HPB-087 and HPB-106 Cabinets,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
21-043,2020-12-09,Children's flashlights,Sleepwear & apparel,burn|fire|overheat,3,ACT NOW
21-045,2020-12-09,Dash® X FM child bicycle seats,Helmets & wheeled toys,crash,3,ACT NOW
21-048,2020-12-09,Western Chief toddler light-up rain boots,Sleepwear & apparel,choking,3,ACT NOW
21-033,2020-11-25,"Baby Spoons and Forks, Feeding Spoons and Placemat Feeding sets 4PCs",Feeding & high chairs,choking,3,ACT NOW
21-029,2020-11-10,Crafty Bubbles Wintergreen Essential Oil,Toys,chemical,4,ACT SOON
21-021,2020-11-04,"Cat & Jack ""Himani"" and ""Jaren"" Toddler Boots",Sleepwear & apparel,choking,3,ACT NOW
21-019,2020-11-04,Drawer Chests,"Walkers, swings & bouncers",entrapment|tipover,1,ACT NOW
21-706,2020-10-29,Nash Convertible Cribs,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
21-015,2020-10-28,Ron Jon Surf Shop Sippy Cup,Feeding & high chairs,chemical|lead,3,ACT NOW
21-704,2020-10-22,"Wintergreen essential oil, and Pain Ease, Sports Pro, True Blue, Relieve Me oil blends",Personal care & medicine,chemical,4,ACT SOON
21-002,2020-10-07,Antifreeze products,Household chemicals,chemical,4,ACT SOON
20-782,2020-09-24,Vthrive Bioactive Women's One-Daily Multi vitamins,Personal care & medicine,chemical,4,ACT SOON
20-780,2020-09-11,"31 Medique Over-the-Counter drugs from the product lines: Medi-First, Medi-First Plus, Medique, Dover, Otis Clapp, and Ecolab.",Sleepwear & apparel,chemical,4,ACT SOON
20-778,2020-09-10,Organic Aromas Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-773,2020-08-27,Birch Sweet Essential Oil 100% Pure,Personal care & medicine,chemical,4,ACT SOON
20-772,2020-08-27,Calmer Solutions Wintergreen Gautheria Procumdens 100% Pure Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-173,2020-08-26,"6"" Plush Aflac Promotional Doctor Duck",Outdoor & play equipment,chemical|lead,4,ACT SOON
20-770,2020-08-21,Children's helmets,Helmets & wheeled toys,,4,ACT SOON
20-168,2020-08-19,Super Soaker XP 20 and Super Soaker XP 30,Outdoor & play equipment,chemical|lead,4,ACT SOON
20-163,2020-08-12,Lawn dart sets,Outdoor & play equipment,laceration,3,ACT NOW
20-164,2020-08-12,Thule Sleek strollers,Strollers & carriers,,4,ACT SOON
20-161,2020-08-11,Essential Home Belmont 2.0 four-drawer chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-769,2020-08-06,"REVIVE Wintergreen and Birch Essential Oils and REVIVE Sore No More, Ache Away and Breeze Essential Oil Blends",Personal care & medicine,chemical,4,ACT SOON
20-767,2020-07-30,Bio Source Naturals Wintergreen and Birch Sweet Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-766,2020-07-23,Nature's Oil Wintergreen and Birch Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-154,2020-07-22,BioMed Balance Wintergreen and Birch Tar Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-152,2020-07-22,Manhattan Ball,Toys,choking,3,ACT NOW
20-148,2020-07-15,Simplers Botanicals Organic Wintergreen (Gaultheria Fragrantissiam) Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-762,2020-07-09,DaVinci Bailey bassinets,"Sleep — cribs, bassinets, loungers",entrapment|fall,1,ACT NOW
20-760,2020-07-09,Miracle Botanicals Wintergreen and Birch Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-759,2020-07-09,"Wintergreen 100% Pure Essential Oil, Sweet Birch 100% Pure Essential Oil, Super Soother Pure Essential Oil Blend, and Breathe Deep Pure Essential Oil Blend",Feeding & high chairs,chemical,4,ACT SOON
20-147,2020-07-08,Pranarom Wintergreen Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-145,2020-07-08,GloryBee Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-756,2020-07-02,Edens Garden 100% Pure Wintergreen and Birch Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-755,2020-07-02,Belecoo 535-S Baby Strollers,Strollers & carriers,entrapment|fall|strangulation,1,ACT NOW
20-754,2020-07-02,Cottage Town Bedroom Furniture Collection,Nursery furniture & tip-over,chemical|lead,4,ACT SOON
20-144,2020-07-01,Cub Scout activity pins,Outdoor & play equipment,chemical|lead,4,ACT SOON
20-753,2020-06-25,Baby Strollers,Strollers & carriers,entrapment|fall|strangulation,1,ACT NOW
20-752,2020-06-18,"Brighton, Travis and Bevelle dressers",Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-750,2020-06-11,Davina Wintergreen Essential Oil and Davina Kneads Relief Sore Muscle Blend,Personal care & medicine,chemical,4,ACT SOON
20-135,2020-06-11,Miniware Teething Spoons,Feeding & high chairs,choking,3,ACT NOW
20-132,2020-06-10,Umbrella strollers,Strollers & carriers,choking|fall,3,ACT NOW
20-748,2020-06-04,Simply Earth Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-749,2020-06-04,Emori Wintergreen 100% Pure Essential Therapeutic Grade Oil,Personal care & medicine,chemical,4,ACT SOON
20-126,2020-05-27,Sanvall Rapid Alivio Pain Relieving Roll-On,Feeding & high chairs,chemical,4,ACT SOON
20-747,2020-05-21,Nelson and Lauki Dressers and Cabinets,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-746,2020-05-21,Viva Doria Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-125,2020-05-20,Bunz Kidz Children's Sleepwear Sets,Sleepwear & apparel,burn|flammable,3,ACT NOW
20-743,2020-05-14,Jade Bloom Wintergreen and Birch Sweet Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-745,2020-05-14,Organic Pure Oil Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-742,2020-05-14,Aromatics International Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-121,2020-05-14,Swurfer Kiwi Baby and Toddler Swings,"Walkers, swings & bouncers",fall,3,ACT NOW
20-120,2020-05-13,Hodedah HI4DR 4-drawer chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-741,2020-05-07,Mag Cube magnetic ball sets,Toys,magnet,2,ACT NOW
20-117,2020-05-06,Prepac 4-drawer chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-740,2020-04-30,Essential Trading Post Wintergreen and Birch Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-113,2020-04-30,Children's Neck Pillows,Toys,chemical|lead,3,ACT NOW
20-739,2020-04-23,BioFinest Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-737,2020-04-23,Eiji Essentials Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-736,2020-04-23,Dr. Mercola Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-111,2020-04-16,Wyndmere Birch Sweet Essential Oil and Aches and Pains Synergistic Blend,Personal care & medicine,chemical,4,ACT SOON
20-732,2020-04-16,Vitamin Shoppe Energy Formula Multivitamins (90 Tablets),Feeding & high chairs,chemical,4,ACT SOON
20-731,2020-04-16,Dr. Adorable Sweet Birch Essential Oils,Personal care & medicine,chemical,4,ACT SOON
20-106,2020-04-06,Blythe dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-102,2020-04-02,Musical Lili Llama,Toys,choking|fall,3,ACT NOW
20-723,2020-03-19,"Plant Therapy Wintergreen, Organic Wintergreen, Muscle Aid Synergy Blend, Tingly Mint Synergy Blend, and Vein Aid Synergy Blend Oils",Personal care & medicine,chemical,4,ACT SOON
20-098,2020-03-19,Children's Tool Kits,Outdoor & play equipment,lead,4,ACT SOON
20-096,2020-03-19,Thule Sleek Car Seat Adapters,Car seats & travel,fall,3,ACT NOW
20-729,2020-03-19,Lilly of New York children's winter boots,Outdoor & play equipment,chemical|lead,4,ACT SOON
20-730,2020-03-19,Kids & Koalas baby walkers,"Walkers, swings & bouncers",entrapment,1,ACT NOW
20-093,2020-03-18,"Sodium Hydroxide, Lye/Caustic Soda and Potassium Hydroxide, Caustic Potash Ash",Household chemicals,burn|chemical,3,ACT NOW
20-725,2020-03-18,Earthsonnets Wintergreen (Gualtheria procumbens) Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-722,2020-03-18,Earthroma's Wintergreen Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-094,2020-03-18,100% Sodium Hydroxide Drain Cleaner,Household chemicals,chemical,4,ACT SOON
20-091,2020-03-18,"Sandimmune® (cyclosporine capsules, USP) 100 mg soft gelatin capsules and Neoral® (cyclosporine capsules, USP) MODIFIED 100 mg soft gelatin capsules prescription drug blister packages",Personal care & medicine,chemical,4,ACT SOON
20-724,2020-03-18,NumbSkin pain relief cream with lidocaine,Personal care & medicine,chemical,4,ACT SOON
20-092,2020-03-18,"Soap Supply Co. Lye, Soap Makers Lye, California Soap Supply, Combo Pure Solutions, Red Crown High Test Lye, and Boyer Potassium Hydroxide Flakes",Household chemicals,burn|chemical,3,ACT NOW
20-721,2020-03-12,Finch three-drawer dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-087,2020-03-05,Children's pajamas and robes,Sleepwear & apparel,burn|flammable,3,ACT NOW
20-085,2020-03-04,KULLEN 3-drawer chest,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-082,2020-02-27,Just Blanks children's nightgowns,Sleepwear & apparel,burn|flammable,3,ACT NOW
20-081,2020-02-27,Little Helper'sTM children's grocery shopping carts,Toys,laceration,3,ACT NOW
20-078,2020-02-26,Aura and Silas 3-Drawer Chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-079,2020-02-26,Home Decorators Collection Print Block 4-Drawer Whitewash Chest,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-075,2020-02-20,Inclined sleeper accessory included with Kolcraft Cuddle 'n Care 2-in-1 Bassinet & Incline Sleepers and Preferred Position 2-in-1 Bassinet & Incline Sleepers.,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
20-074,2020-02-19,Contigo Kids Cleanable Water Bottles,Feeding & high chairs,choking,3,ACT NOW
20-717,2020-02-06,Patmos Chaise Lounge Chairs,Toys,chemical|lead,3,ACT NOW
20-071,2020-02-06,"Go Forward 4-in-1 Evolved Ergonomic, Flip Front2back and Up Close Newborn infant carriers",Car seats & travel,fall,3,ACT NOW
20-066,2020-02-06,Sophie la Giraffe Bead Maze,Toys,choking,3,ACT NOW
20-068,2020-02-06,"Sun Essential Oils, Wintergreen",Personal care & medicine,chemical,4,ACT SOON
20-716,2020-01-30,Children's Lounge Pants,Sleepwear & apparel,burn|flammable,3,ACT NOW
20-059,2020-01-29,SwaddleMe By Your Bed Sleeper inclined sleeper,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
20-061,2020-01-29,"Beautyrest Beginnings Incline Sleeper with Adjustable Feeding Position for Newborns; Disney Baby Minnie Mouse Incline Sleeper with Adjustable Feeding Position for Newborns; Delta Children Deluxe 3-in-1 Activity Rocker, Feeder and Sleeper; Simmons Kids Beautyrest Deluxe 3-in-1 Activity Rocker, Feeder, and Sleeper; 3-in-1 Activity Rocker, Feeder and Incline Sleeper and others.","Sleep — cribs, bassinets, loungers",,4,ACT SOON
20-060,2020-01-29,Pillo Portable Napper,"Sleep — cribs, bassinets, loungers",,4,ACT SOON
20-052,2020-01-16,Tango Mini Strollers,Strollers & carriers,fall,3,ACT NOW
20-712,2020-01-09,Little Bambino 4 in 1 canopy children's tricycles,Helmets & wheeled toys,chemical|lead,4,ACT SOON
20-045,2019-12-19,Light-Up Magic Wands,Toys,choking,3,ACT NOW
20-044,2019-12-19,Merge Playground Climbers,Outdoor & play equipment,entrapment,1,ACT NOW
20-041,2019-12-18,Chadwick and Bailey five-drawer chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-040,2019-12-17,Crewcuts boys' stone washed denim pants,Sleepwear & apparel,choking,3,ACT NOW
20-711,2019-12-05,DaVinci Bailey bassinets,"Sleep — cribs, bassinets, loungers",fall,3,ACT NOW
20-033,2019-11-26,19 different recalled products,Sleepwear & apparel,burn|choking|fall|fire|laceration,3,ACT NOW
20-709,2019-11-21,Wintergreen 100 Percent Pure Essential Oil,Personal care & medicine,chemical,4,ACT SOON
20-025,2019-11-20,Cutek Proclean Professional Wood Restoration,Feeding & high chairs,chemical,4,ACT SOON
20-026,2019-11-20,Airome Wintergreen Essential Oil and Deep Soothe Essential Oil 100 percent Pure & Natural Therapeutic Grade Essential Oils.,Personal care & medicine,chemical,4,ACT SOON
20-019,2019-11-14,ALOCANE® Emergency Burn Pads,Personal care & medicine,burn|chemical,3,ACT NOW
20-018,2019-11-12,Hooey children's sweatshirts with drawstrings,Sleepwear & apparel,entanglement|strangulation,1,ACT NOW
20-015,2019-10-31,All-Gloo Craft Glue,Toys,chemical,4,ACT SOON
20-704,2019-10-18,Spider Climb playground climbers,Outdoor & play equipment,fall,3,ACT NOW
20-008,2019-10-08,MATVRÅ Infant Bibs,Feeding & high chairs,choking,3,ACT NOW
20-003,2019-10-03,Belmont four-drawer dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
20-002,2019-10-02,INK+IVY Renu three-drawer dressers,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
19-209,2019-09-24,Mid-Century three-drawer chests,Nursery furniture & tip-over,entrapment|tipover,1,ACT NOW
19-200,2019-09-10,Healing Solutions Wintergreen and Birch 100 percent Pure Therapeutic Grade Essential Oils,Personal care & medicine,chemical,4,ACT SOON
19-204,2019-09-10,Children's loungewear,Toys,burn|flammable,3,ACT NOW
19-779,2019-09-05,Children's bunk beds,"Walkers, swings & bouncers",fall,3,ACT NOW
